DSSTox_RID	DSSTox_CID	DSSTox_Generic_SID	DSSTox_FileID	STRUCTURE_Formula	STRUCTURE_MolecularWeight	STRUCTURE_ChemicalType	STRUCTURE_TestedForm_DefinedOrganic	STRUCTURE_Shown	TestSubstance_ChemicalName	TestSubstance_CASRN	TestSubstance_Description	ChemicalNote	STRUCTURE_ChemicalName_IUPAC	STRUCTURE_SMILES	STRUCTURE_Parent_SMILES	STRUCTURE_InChI	STRUCTURE_InChIKey	StudyType	Endpoint	Species	ChemicalReplicateCount	ChemClass_MRDD_grouping	TherapeuticCategory	Dose_MRDD_mg	Dose_MRDD_mmol	LOGINV_MRDD_mmol	ActivityScore_FDAMDD	ActivityCategory_MRDD_mmol	ActivityCategory_MCASE_mg	Note_FDAMDD			
23577	3577	23577	1037_FDAMDD_v3b	C17H17Cl2N	306.22958	defined organic	parent	tested chemical	Sertraline	79617-96-2	single chemical compound	stereochem	"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine"	c23[C@H](c1cc(Cl)c(cc1)Cl)CC[C@@H](c2cccc3)NC	c23[C@H](c1cc(Cl)c(cc1)Cl)CC[C@@H](c2cccc3)NC	"InChI=1/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1"	VGKDLMBJGBXTGI-SJCJKPOMBV	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antidepressant	3.33	0.010874194	1.963602905	33	Moderate	Moderate	form of drug administered not known			
23578	3578	23578	1038_FDAMDD_v3b	C17H26ClN	279.84804	defined organic	parent	tested chemical	Sibutramine	106650-56-0	single chemical compound		"1-[1-(4-chlorophenyl)cyclobutyl]-N,N,3-trimethylbutan-1-amine"	C2=C(Cl)C=CC(C1(C(N(C)C)CC(C)C)CCC1)=C2	C2=C(Cl)C=CC(C1(C(N(C)C)CC(C)C)CCC1)=C2	"InChI=1/C17H26ClN/c1-13(2)12-16(19(3)4)17(10-5-11-17)14-6-8-15(18)9-7-14/h6-9,13,16H,5,10-12H2,1-4H3"	UNAANXDKBXWMLN-UHFFFAOYAP	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anorexic	0.25	0.000893342	3.048982261	45	High-Moderate	High	form of drug administered not known			
23579	3579	23579	1039_FDAMDD_v3b	C22H30N6O4S	474.5764	defined organic	parent	tested chemical	Sildenafil	139755-83-2	single chemical compound		"5-{2-(ethyloxy)-5-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-1-methyl-3-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one"	N3C(C2=CC(S(=O)(=O)N1CCN(C)CC1)=CC=C2OCC)=NC4=C(C3=O)N(C)N=C4CCC	N3C(C2=CC(S(=O)(=O)N1CCN(C)CC1)=CC=C2OCC)=NC4=C(C3=O)N(C)N=C4CCC	"InChI=1/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)/f/h24H"	BNRNXUUZRGQAQC-LQFNOIFHCL	Clinical Reports 	Maximum Recommended Daily Dose	human	1		erectile disfunction treatment	1.67	0.003518928	2.453589666	39	Moderate	High	form of drug administered not known			
23580	3580	23580	1040_FDAMDD_v3b	C25H22O10	482.4362	defined organic	parent	representative component in mixture	Silymarin	65666-07-1	mixture or formulation	mixture of silybinin [22888-70-6] (which is a mixture of silybin A [13-16%] and B [21-24%]); silydianin [29782-68-1] (1-17%); and silychristin [33889-69-9] (12-17%); structure shown silybin B; stereochem; tautomers	"(2R,3R)-3,5,7-trihydroxy-2-[(2S,3S)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydro-4H-chromen-4-one"	O=C1C(C(O)=CC(O)=C2)=C2O[C@H]([C@](C=C5)=CC3=C5O[C@@H](CO)[C@H]([C@]4=CC(OC)=C(O)C=C4)O3)[C@H]1O	O=C1C(C(O)=CC(O)=C2)=C2O[C@H]([C@](C=C5)=CC3=C5O[C@@H](CO)[C@H]([C@]4=CC(OC)=C(O)C=C4)O3)[C@H]1O	"InChI=1/C25H22O10/c1-32-17-6-11(2-4-14(17)28)24-20(10-26)33-16-5-3-12(7-18(16)34-24)25-23(31)22(30)21-15(29)8-13(27)9-19(21)35-25/h2-9,20,23-29,31H,10H2,1H3/t20-,23-,24-,25+/m0/s1"	SEBFKMXJBCUCAI-WAABAYLZBG	Clinical Reports 	Maximum Recommended Daily Dose	human	1		treatment of liver disfunction	7	0.014509691	1.838341848	32	Moderate	Low	form of drug administered not known			
23581	3581	23581	1041_FDAMDD_v3b	C25H38O5	418.5662	defined organic	parent	tested chemical	Simvastatin	79902-63-9	single chemical compound	stereochem	"(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2,2-dimethylbutanoate"	O=C(C(C)(C)CC)O[C@@H]1[C@@]2([H])C(C=C[C@H](C)[C@@H]2CC[C@H]3OC(C[C@H](O)C3)=O)=C[C@H](C)C1	O=C(C(C)(C)CC)O[C@@H]1[C@@]2([H])C(C=C[C@H](C)[C@@H]2CC[C@H]3OC(C[C@H](O)C3)=O)=C[C@H](C)C1	"InChI=1/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1"	RYMZZMVNJRMUDD-HGQWONQEBD	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihyperlipoproteinemic	0.667	0.001593535	2.797638321	42	Moderate	High	form of drug administered not known			
23582	3582	23582	1042_FDAMDD_v3b	C51H79NO13	914.17186	defined organic	parent	tested chemical	Sirolimus	53123-88-9	single chemical compound	stereochem; tautomers	"(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2,2-dimethylbutanoate"	C3([C@@H]1CCCCN1C(=O)C([C@@]2(O[C@@H](CC[C@H]2C)C[C@@H](/C(C)=C/C=C/C=C/[C@H](C[C@H](C([C@@H]([C@@H](/C(=C/[C@H](C(C[C@H](O3)[C@@H](C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)=O)C)C)O)OC)=O)C)C)OC)O)=O)=O	C3([C@@H]1CCCCN1C(=O)C([C@@]2(O[C@@H](CC[C@H]2C)C[C@@H](/C(C)=C/C=C/C=C/[C@H](C[C@H](C([C@@H]([C@@H](/C(=C/[C@H](C(C[C@H](O3)[C@@H](C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)=O)C)C)O)OC)=O)C)C)OC)O)=O)=O	"InChI=1/C51H79NO13/c1-30-16-12-11-13-17-31(2)42(61-8)28-38-21-19-36(7)51(60,65-38)48(57)49(58)52-23-15-14-18-39(52)50(59)64-43(33(4)26-37-20-22-40(53)44(27-37)62-9)29-41(54)32(3)25-35(6)46(56)47(63-10)45(55)34(5)24-30/h11-13,16-17,25,30,32-34,36-40,42-44,46-47,53,56,60H,14-15,18-24,26-29H2,1-10H3/b13-11+,16-12+,31-17+,35-25+/t30-,32-,33-,34-,36-,37+,38+,39+,40-,42+,43+,44-,46-,47+,51-/m1/s1"	QFJCIRLUMZQUOT-HPLJOQBZBU	Clinical Reports 	Maximum Recommended Daily Dose	human	1		immunosuppressant	0.135	0.000147675	3.83069408	54	High	High	form of drug administered not known			
23583	3583	23583	1043_FDAMDD_v3b	C19H37N5O7	447.52638	defined organic	parent	tested chemical	Sisomicin	32385-11-8	single chemical compound	stereochem	"(1S,2S,3R,4S,6R)-4,6-diamino-3-{[3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy}-2-hydroxycyclohexyl 3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranoside"	C1[C@@]([C@@H]([C@H]([C@H](O1)O[C@H]3[C@@H](C[C@@H]([C@@H](OC2O\C(CN)=C/CC2N)[C@@H]3O)N)N)O)NC)(O)C	C1[C@@]([C@@H]([C@H]([C@H](O1)O[C@H]3[C@@H](C[C@@H]([C@@H](OC2O\C(CN)=C/CC2N)[C@@H]3O)N)N)O)NC)(O)C	"InChI=1/C19H37N5O7/c1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h3,9-18,24-27H,4-7,20-23H2,1-2H3/t9?,10-,11+,12-,13+,14+,15-,16+,17?,18+,19-/m0/s1"	URWAJWIAIPFPJE-URXFYSGNBA	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	3	0.006703515	2.173697386	35	Moderate	Moderate	form of drug administered not known			
23584	3584	23584	1044_FDAMDD_v3b	C30H50O	426.7174	defined organic	parent	tested chemical	Sitosterol alpha1	474-40-8	single chemical compound	stereochem	"(3beta,4alpha5alpha,24Z)-4-methylstigmasta-7,24(28)-dien-3-ol"	O[C@@H]3[C@@H](C)[C@@]1([H])[C@@](CC3)(C)[C@]2([H])C([C@@](CC4)([H])[C@@](CC2)(C)[C@@]4([H])[C@H](C)CC/C(C(C)C)=C/C)=CC1	O[C@@H]3[C@@H](C)[C@@]1([H])[C@@](CC3)(C)[C@]2([H])C([C@@](CC4)([H])[C@@](CC2)(C)[C@@]4([H])[C@H](C)CC/C(C(C)C)=C/C)=CC1	"InChI=1/C30H50O/c1-8-22(19(2)3)10-9-20(4)24-13-14-26-23-11-12-25-21(5)28(31)16-18-30(25,7)27(23)15-17-29(24,26)6/h8,11,19-21,24-28,31H,9-10,12-18H2,1-7H3/b22-8-/t20-,21+,24-,25+,26+,27+,28+,29-,30+/m1/s1"	LPZCCMIISIBREI-JXMPMKKEBW	Clinical Reports 	Maximum Recommended Daily Dose	human	1 of 2	Sitosterol	anticholinesteremic	100	0.234347135	0.630140352	18	Low	Low	form of drug administered not known; structure modified v3b			
23585	2481	22481	1045_FDAMDD_v3b	C29H50O	414.7067	defined organic	parent	tested chemical	Sitosterol beta	83-46-5	single chemical compound	stereochem	(3beta)-stigmast-5-en-3-ol	CC(C)[C@H](CC)CC[C@@H](C)[C@H]3CC[C@H]2[C@@H]4C\C=C1\C[C@@H](O)CC[C@]1(C)[C@H]4CC[C@@]23C	CC(C)[C@H](CC)CC[C@@H](C)[C@H]3CC[C@H]2[C@@H]4C\C=C1\C[C@@H](O)CC[C@]1(C)[C@H]4CC[C@@]23C	"InChI=1/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1"	KZJWDPNRJALLNS-VJSFXXLFBZ	Clinical Reports 	Maximum Recommended Daily Dose	human	2 of 2	Sitosterol	anticholinesteremic	100	0.241134276	0.617741052	18	Low	Low	form of drug administered not known			
23586	3586	23586	1046_FDAMDD_v3b	C27H30O6	450.5235	defined organic	parent	tested chemical	Sofalcone	64506-49-6	single chemical compound		({5-[(3-methylbut-2-en-1-yl)oxy]-2-[(2E)-3-{4-[(3-methylbut-2-en-1-yl)oxy]phenyl}prop-2-enoyl]phenyl}oxy)acetic acid	CC(C)=CCOC2=CC=C(C=CC(=O)C1=CC=C(OCC=C(C)C)C=C1OCC(O)=O)C=C2	CC(C)=CCOC2=CC=C(C=CC(=O)C1=CC=C(OCC=C(C)C)C=C1OCC(O)=O)C=C2	"InChI=1/C27H30O6/c1-19(2)13-15-31-22-8-5-21(6-9-22)7-12-25(28)24-11-10-23(32-16-14-20(3)4)17-26(24)33-18-27(29)30/h5-14,17H,15-16,18H2,1-4H3,(H,29,30)/b12-7+/f/h29H"	GFWRVVCDTLRWPK-XPWVOZFLDR	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiulcerative	5	0.0110982	1.954747445	33	Moderate	Low	form of drug administered not known			
23587	3587	23587	1047_FDAMDD_v3b	C11H9FN2O3	236.1991632	defined organic	parent	tested chemical	Sorbinil	68367-52-2	single chemical compound	stereochem	"(4S)-6-fluoro-2,3-dihydro-2'H,5'H-spiro[chromene-4,4'-imidazolidine]-2',5'-dione"	O=[C@@](NC2=O)[C@](N2)3C1=C(OCC3)C=CC(F)=C1	O=[C@@](NC2=O)[C@](N2)3C1=C(OCC3)C=CC(F)=C1	"InChI=1/C11H9FN2O3/c12-6-1-2-8-7(5-6)11(3-4-17-8)9(15)13-10(16)14-11/h1-2,5H,3-4H2,(H2,13,14,15,16)/t11-/m0/s1/f/h13-14H"	LXANPKRCLVQAOG-BTXWKOGIDA	Clinical Reports 	Maximum Recommended Daily Dose	human	1		none	4.17	0.017654593	1.7531423	31	Moderate	Moderate	form of drug administered not known; structure modified v3b			
23588	3588	23588	1048_FDAMDD_v3b	C6H14O6	182.1718	defined organic	parent	tested chemical	Sorbitol	50-70-4	single chemical compound	stereochem	D-glucitol	[C@H]([C@@H]([C@@H](O)CO)O)([C@H](O)CO)O	[C@H]([C@@H]([C@@H](O)CO)O)([C@H](O)CO)O	"InChI=1/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1"	FBPFZTCFMRRESA-JGWLITMVBN	Clinical Reports 	Maximum Recommended Daily Dose	human	1		cathartic	833	4.572606737	-0.660163852	4	Low	Low	form of drug administered not known			
23589	3589	23589	1049_FDAMDD_v3b	C12H20N2O3S	272.3638	defined organic	parent	tested chemical	Sotalol	3930-20-9	single chemical compound		N-(4-{1-hydroxy-2-[(1-methylethyl)amino]ethyl}phenyl)methanesulfonamide	S(=O)(C)(=O)NC1=CC=C(C(O)CNC(C)C)C=C1	S(=O)(C)(=O)NC1=CC=C(C(O)CNC(C)C)C=C1	"InChI=1/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3"	ZBMZVLHSJCTVON-UHFFFAOYAR	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antianginal; antiarrhythmic; antihypertensive	5.33	0.019569414	1.708422176	30	Moderate	Low	form of drug administered not known			
23590	3590	23590	1050_FDAMDD_v3b	C19H22F2N4O3	392.3997864	defined organic	parent	tested chemical	Sparfloxacin	110871-86-8	single chemical compound	stereochem	"5-amino-1-cyclopropyl-7-[(3R,5S)-3,5-dimethylpiperazin-1-yl]-6,8-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"	c13c(C(\C(=C/N1C2CC2)C(O)=O)=O)c(c(c(c3F)N4C[C@@H](N[C@@H](C4)C)C)F)N	c13c(C(\C(=C/N1C2CC2)C(O)=O)=O)c(c(c(c3F)N4C[C@@H](N[C@@H](C4)C)C)F)N	"InChI=1/C19H22F2N4O3/c1-8-5-24(6-9(2)23-8)17-13(20)15(22)12-16(14(17)21)25(10-3-4-10)7-11(18(12)26)19(27)28/h7-10,23H,3-6,22H2,1-2H3,(H,27,28)/t8-,9+/f/h27H"	DZZWHBIBMUVIIW-JLDXHAFDDQ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	6.67	0.016997971	1.769602928	31	Moderate	Low	form of drug administered not known; CASRN changed v3b			
23591	3591	23591	1051_FDAMDD_v3b	C15H26N2	234.3803	defined organic	parent	tested chemical	Sparteine	90-39-1	single chemical compound	stereochem	sparteine	C3CCCN4C[C@@H]2C[C@@H](CN1CCCC[C@H]12)[C@@H]34	C3CCCN4C[C@@H]2C[C@@H](CN1CCCC[C@H]12)[C@@H]34	"InChI=1/C15H26N2/c1-3-7-16-11-13-9-12(14(16)5-1)10-17-8-4-2-6-15(13)17/h12-15H,1-11H2/t12-,13-,14-,15+/m0/s1"	SLRCCWJSBJZJBV-ZQDZILKHBW	Clinical Reports 	Maximum Recommended Daily Dose	human	1		oxytocic	10	0.042665702	1.369921106	26	Low-Moderate	Low	form of drug administered not known			
23592	3592	23592	1052_FDAMDD_v3b	C14H24N2O7	332.34956	defined organic	parent	tested chemical	Spectinomycin	1695-77-8	single chemical compound	stereochem	"(2R,4aR,5aR,6S,7S,8R,9S,9aR,10aS)-4a,7,9-trihydroxy-2-methyl-6,8-bis(methylamino)decahydro-4H-pyrano[2,3-b][1,4]benzodioxin-4-one"	[C@@]13([C@H](O[C@H]2[C@H](O1)[C@H]([C@H]([C@H]([C@@H]2O)NC)O)NC)O[C@@H](CC3=O)C)O	[C@@]13([C@H](O[C@H]2[C@H](O1)[C@H]([C@H]([C@H]([C@@H]2O)NC)O)NC)O[C@@H](CC3=O)C)O	"InChI=1/C14H24N2O7/c1-5-4-6(17)14(20)13(21-5)22-12-10(19)7(15-2)9(18)8(16-3)11(12)23-14/h5,7-13,15-16,18-20H,4H2,1-3H3/t5-,7-,8+,9+,10+,11-,12-,13+,14+/m1/s1"	UNFWWIHTNXNPBV-WXKVUWSEBO	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	66.7	0.200692307	0.697469274	19	Low	Low	form of drug administered not known			
23593	3593	23593	1053_FDAMDD_v3b	C22H25Cl2N3OS2	482.4894	defined organic	complex HCl	tested chemical	Spiclomazine	27007-85-8	single chemical compound	parent [24527-27-3]	"8-[3-(2-chloro-10H-phenothiazin-10-yl)propyl]-1-thia-4,8-diazaspiro[4.5]decan-3-one hydrochloride"	Cl.Clc4ccc5Sc1ccccc1N(CCCN2CCC3(CC2)NC(=O)CS3)c5c4	C1=CC=C4C(=C1)N(CCCN2CCC3(CC2)NC(=O)CS3)C5=C(S4)C=CC(Cl)=C5	"InChI=1/C22H24ClN3OS2.ClH/c23-16-6-7-20-18(14-16)26(17-4-1-2-5-19(17)29-20)11-3-10-25-12-8-22(9-13-25)24-21(27)15-28-22;/h1-2,4-7,14H,3,8-13,15H2,(H,24,27);1H/f/h24H;"	JRSBQVOEILNXGS-TUJBSLPGCB	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antipsychotic	7.5	0.015544383	1.808426513	31	Moderate	Low	form of drug administered not known			
23594	3594	23594	1054_FDAMDD_v3b	C43H74N2O14	843.05266	defined organic	parent	tested chemical	Spiramycin I	24916-50-5	single chemical compound	stereochem	"Leucomycin V, 9-O-((2R,5S,6R)-5-(dimethylamino)tetrahydro-6-methyl-2H-pyran-2-yl)-"	[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C	[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C	"InChI=1/C43H74N2O14/c1-24-21-29(19-20-46)39(59-42-37(49)36(45(9)10)38(27(4)56-42)58-35-23-43(6,51)41(50)28(5)55-35)40(52-11)31(47)22-33(48)53-25(2)15-13-12-14-16-32(24)57-34-18-17-30(44(7)8)26(3)54-34/h12-14,16,20,24-32,34-42,47,49-51H,15,17-19,21-23H2,1-11H3/b13-12+,16-14+/t24-,25-,26-,27-,28+,29+,30+,31-,32+,34-,35+,36-,37-,38-,39+,40+,41+,42+,43-/m1/s1"	ACTOXUHEUCPTEW-BWHGAVFKBD	Clinical Reports 	Maximum Recommended Daily Dose	human	1 of 3	Spiramycin	antibacterial	66.7	0.07911724	1.101728869	23	Low	Low	form of drug administered not known			
23595	3595	23595	1055_FDAMDD_v3b	C45H76N2O15	885.08934	defined organic	parent	tested chemical	Spiramycin II	24916-51-6	single chemical compound	stereochem	"Leucomycin V, 9-O-((2R,5S,6R)-5-(dimethylamino)tetrahydro-6-methyl-2H-pyran-2-yl)-, 3-acetate"	[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)OC(=O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C	[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)OC(=O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C	"InChI=1/C45H76N2O15/c1-25-22-31(20-21-48)41(62-44-39(51)38(47(10)11)40(28(4)58-44)61-37-24-45(7,53)43(52)29(5)57-37)42(54-12)34(59-30(6)49)23-35(50)55-26(2)16-14-13-15-17-33(25)60-36-19-18-32(46(8)9)27(3)56-36/h13-15,17,21,25-29,31-34,36-44,51-53H,16,18-20,22-24H2,1-12H3/b14-13+,17-15+/t25-,26-,27-,28-,29+,31+,32+,33+,34-,36-,37+,38-,39-,40-,41+,42+,43+,44+,45-/m1/s1"	ZPCCSZFPOXBNDL-TXJOLGFOBF	Clinical Reports 	Maximum Recommended Daily Dose	human	2 of 3	Spiramycin	antibacterial	66.7	0.075359624	1.122861276	24	Low	Low	form of drug administered not known			
23596	3596	23596	1056_FDAMDD_v3b	C46H78N2O15	899.11592	defined organic	parent	tested chemical	Spiramycin III	24916-52-7	single chemical compound	stereochem	"Leucomycin V, 9-O-((2R,5S,6R)-5-(dimethylamino)tetrahydro-6-methyl-2H-pyran-2-yl)-, 3-propanoate"	[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)OC(=O)CC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C	[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)OC(=O)CC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C	"InChI=1/C46H78N2O15/c1-13-35(50)60-34-24-36(51)56-27(3)17-15-14-16-18-33(61-37-20-19-32(47(8)9)28(4)57-37)26(2)23-31(21-22-49)42(43(34)55-12)63-45-40(52)39(48(10)11)41(29(5)59-45)62-38-25-46(7,54)44(53)30(6)58-38/h14-16,18,22,26-34,37-45,52-54H,13,17,19-21,23-25H2,1-12H3/b15-14+,18-16+/t26-,27-,28-,29-,30+,31+,32+,33+,34-,37-,38+,39-,40-,41-,42+,43+,44+,45+,46-/m1/s1"	HSZLKTCKAYXVBX-HHTHJJQKBY	Clinical Reports 	Maximum Recommended Daily Dose	human	3 of 3	Spiramycin	antibacterial	66.7	0.074183983	1.129689854	24	Low	Low	form of drug administered not known; I form [24916-50-5]; form II [24916-51-6]; general [8025-81-8]; related forms			
23597	3597	23597	1057_FDAMDD_v3b	C21H39N7O12	581.5741	defined organic	parent	tested chemical	Streptomycin A	57-92-1	single chemical compound	stereochem; tautomers	"N,N'''-[(1R,2R,3S,4R,5R,6S)-4-({5-deoxy-2-O-[2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl]-3-C-formyl-alpha-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine"	NC(=N)N[C@@H]3[C@@H](O[C@@H]2O[C@@H](C)[C@](O)(C=O)[C@H]2O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1NC)[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@H]3O	NC(=N)N[C@@H]3[C@@H](O[C@@H]2O[C@@H](C)[C@](O)(C=O)[C@H]2O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1NC)[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@H]3O	"InChI=1/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/t5-,6-,7+,8-,9-,10-,11+,12-,13-,14+,15+,16-,17-,18-,21+/m0/s1/f/h22,24,27-28H,23,25H2"	UCSJYZPVAKXKNQ-WYVOKUTCDY	Clinical Reports 	Maximum Recommended Daily Dose	human	1 of 2	Streptomycin	antibacterial	20	0.034389427	1.463575062	28	Low-Moderate	Low	form of drug administered not known; B form [128-45-0]; sesquisulfate [3810-74-0]; related forms			
23598	3598	23598	1058_FDAMDD_v3b	C27H49N7O17	743.71466	defined organic	parent	tested chemical	Streptomycin B	128-45-0	single chemical compound	stereochem; tautomers	"N,N'''-[(1S,2R,3R,4S,5R,6R)-2,4,5-trihydroxy-6-{[beta-D-mannopyranosyl-(1->4)-2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl-(1->2)-5-deoxy-3-C-formyl-alpha-L-lyxofuranosyl]oxy}cyclohexane-1,3-diyl]diguanidine"	O[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@](O)(C=O)[C@H]2O[C@H]3[C@@H](NC)[C@H](O)[C@@H](O[C@H]4[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)[C@H](CO)O3)[C@@H](NC(N)=N)[C@H](O)[C@H]1NC(N)=N	O[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@](O)(C=O)[C@H]2O[C@H]3[C@@H](NC)[C@H](O)[C@@H](O[C@H]4[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)[C@H](CO)O3)[C@@H](NC(N)=N)[C@H](O)[C@H]1NC(N)=N	"InChI=1/C27H49N7O17/c1-6-27(45,5-37)21(24(46-6)50-20-10(34-26(30)31)13(39)9(33-25(28)29)14(40)17(20)43)51-22-11(32-2)15(41)19(8(4-36)48-22)49-23-18(44)16(42)12(38)7(3-35)47-23/h5-24,32,35-36,38-45H,3-4H2,1-2H3,(H4,28,29,33)(H4,30,31,34)/t6-,7+,8-,9+,10-,11-,12+,13+,14-,15-,16-,17+,18-,19-,20+,21-,22-,23-,24-,27+/m0/s1/f/h28,30,33-34H,29,31H2"	HQXKELRFXWJXNP-QOYYVFILDV	Clinical Reports 	Maximum Recommended Daily Dose	human	2 of 2	Streptomycin	antibacterial	20	0.026892034	1.570376347	29	Low-Moderate	Low	form of drug administered not known; A form [57-92-1]; related forms			
